customer_id,product_name,product_id,interaction_type,interaction_date
9045886e-f3af-4a0d-a440-af57207d481b,Mobile banking,4,clicked,2024-11-24
9045886e-f3af-4a0d-a440-af57207d481b,Savings accounts,2,purchased,2024-03-03
9045886e-f3af-4a0d-a440-af57207d481b,Savings accounts,2,clicked,2024-02-28
9045886e-f3af-4a0d-a440-af57207d481b,Financial education,5,viewed,2024-08-22
9045886e-f3af-4a0d-a440-af57207d481b,Debit cards,7,viewed,2024-01-22
dc447251-cdfa-4069-9fca-561a05ab314a,Debit cards,7,clicked,2024-06-26
dc447251-cdfa-4069-9fca-561a05ab314a,Internet banking,3,clicked,2024-08-15
dc447251-cdfa-4069-9fca-561a05ab314a,Internet banking,3,viewed,2024-07-04
dc447251-cdfa-4069-9fca-561a05ab314a,Loans,1,clicked,2024-03-22
dc447251-cdfa-4069-9fca-561a05ab314a,Savings accounts,2,clicked,2024-06-07
dc447251-cdfa-4069-9fca-561a05ab314a,Financial education,5,purchased,2024-05-07
dc447251-cdfa-4069-9fca-561a05ab314a,Insurance,8,purchased,2024-02-04
dc447251-cdfa-4069-9fca-561a05ab314a,Debit cards,7,purchased,2024-03-23
dc447251-cdfa-4069-9fca-561a05ab314a,Financial education,5,clicked,2024-05-04
dc447251-cdfa-4069-9fca-561a05ab314a,Financial education,5,viewed,2024-10-16
dc447251-cdfa-4069-9fca-561a05ab314a,Savings accounts,2,viewed,2024-09-15
dc447251-cdfa-4069-9fca-561a05ab314a,Mobile banking,4,viewed,2024-10-01
dc447251-cdfa-4069-9fca-561a05ab314a,Debit cards,7,viewed,2024-04-28
dc447251-cdfa-4069-9fca-561a05ab314a,Financial education,5,clicked,2024-02-10
dc447251-cdfa-4069-9fca-561a05ab314a,Internet banking,3,purchased,2024-09-18
706b0b7f-b5bb-4b62-bbd6-268bdb0d1f97,Debit cards,7,clicked,2024-08-31
706b0b7f-b5bb-4b62-bbd6-268bdb0d1f97,Savings accounts,2,viewed,2024-11-24
706b0b7f-b5bb-4b62-bbd6-268bdb0d1f97,Debit cards,7,viewed,2024-03-03
706b0b7f-b5bb-4b62-bbd6-268bdb0d1f97,Internet banking,3,clicked,2024-06-15
706b0b7f-b5bb-4b62-bbd6-268bdb0d1f97,Debit cards,7,purchased,2024-01-03
706b0b7f-b5bb-4b62-bbd6-268bdb0d1f97,Mobile banking,4,purchased,2024-08-31
706b0b7f-b5bb-4b62-bbd6-268bdb0d1f97,Credit cards,6,viewed,2024-04-04
706b0b7f-b5bb-4b62-bbd6-268bdb0d1f97,Internet banking,3,purchased,2024-11-13
706b0b7f-b5bb-4b62-bbd6-268bdb0d1f97,Loans,1,purchased,2024-02-21
706b0b7f-b5bb-4b62-bbd6-268bdb0d1f97,Financial education,5,clicked,2024-08-26
706b0b7f-b5bb-4b62-bbd6-268bdb0d1f97,Savings accounts,2,purchased,2024-07-31
706b0b7f-b5bb-4b62-bbd6-268bdb0d1f97,Loans,1,purchased,2024-11-22
706b0b7f-b5bb-4b62-bbd6-268bdb0d1f97,Loans,1,purchased,2024-10-22
706b0b7f-b5bb-4b62-bbd6-268bdb0d1f97,Loans,1,clicked,2024-07-28
706b0b7f-b5bb-4b62-bbd6-268bdb0d1f97,Insurance,8,purchased,2024-08-11
43921faf-4984-4342-896b-df6be910ce6b,Savings accounts,2,clicked,2024-05-14
43921faf-4984-4342-896b-df6be910ce6b,Savings accounts,2,clicked,2024-11-24
43921faf-4984-4342-896b-df6be910ce6b,Loans,1,viewed,2024-04-06
43921faf-4984-4342-896b-df6be910ce6b,Insurance,8,viewed,2024-02-12
43921faf-4984-4342-896b-df6be910ce6b,Financial education,5,purchased,2024-08-07
43921faf-4984-4342-896b-df6be910ce6b,Insurance,8,viewed,2024-01-23
43921faf-4984-4342-896b-df6be910ce6b,Credit cards,6,purchased,2024-11-16
43921faf-4984-4342-896b-df6be910ce6b,Insurance,8,viewed,2024-08-12
43921faf-4984-4342-896b-df6be910ce6b,Internet banking,3,viewed,2024-07-07
43921faf-4984-4342-896b-df6be910ce6b,Insurance,8,viewed,2024-06-08
43921faf-4984-4342-896b-df6be910ce6b,Savings accounts,2,clicked,2024-10-28
43921faf-4984-4342-896b-df6be910ce6b,Financial education,5,clicked,2024-08-07
43921faf-4984-4342-896b-df6be910ce6b,Mobile banking,4,purchased,2024-06-08
43921faf-4984-4342-896b-df6be910ce6b,Credit cards,6,purchased,2024-02-08
43921faf-4984-4342-896b-df6be910ce6b,Financial education,5,viewed,2024-06-26
57cf4a10-0312-425f-ab09-d4ac0a908489,Internet banking,3,purchased,2024-01-21
57cf4a10-0312-425f-ab09-d4ac0a908489,Insurance,8,viewed,2024-08-31
57cf4a10-0312-425f-ab09-d4ac0a908489,Internet banking,3,purchased,2024-01-16
57cf4a10-0312-425f-ab09-d4ac0a908489,Debit cards,7,viewed,2024-05-17
57cf4a10-0312-425f-ab09-d4ac0a908489,Debit cards,7,viewed,2024-10-31
57cf4a10-0312-425f-ab09-d4ac0a908489,Loans,1,clicked,2024-02-08
57cf4a10-0312-425f-ab09-d4ac0a908489,Loans,1,viewed,2024-05-30
57cf4a10-0312-425f-ab09-d4ac0a908489,Loans,1,clicked,2024-03-01
57cf4a10-0312-425f-ab09-d4ac0a908489,Loans,1,purchased,2024-10-26
57cf4a10-0312-425f-ab09-d4ac0a908489,Debit cards,7,viewed,2024-06-17
57cf4a10-0312-425f-ab09-d4ac0a908489,Savings accounts,2,clicked,2024-09-30
57cf4a10-0312-425f-ab09-d4ac0a908489,Debit cards,7,viewed,2024-07-25
57cf4a10-0312-425f-ab09-d4ac0a908489,Insurance,8,purchased,2024-04-12
57cf4a10-0312-425f-ab09-d4ac0a908489,Credit cards,6,viewed,2024-09-26
57cf4a10-0312-425f-ab09-d4ac0a908489,Financial education,5,viewed,2024-05-11
d4598f82-b8c8-4ca5-b3f2-4826236a64f8,Internet banking,3,purchased,2024-07-22
d4598f82-b8c8-4ca5-b3f2-4826236a64f8,Financial education,5,purchased,2024-10-26
d4598f82-b8c8-4ca5-b3f2-4826236a64f8,Insurance,8,purchased,2024-01-29
d4598f82-b8c8-4ca5-b3f2-4826236a64f8,Insurance,8,purchased,2024-07-03
d4598f82-b8c8-4ca5-b3f2-4826236a64f8,Loans,1,clicked,2024-04-07
d4598f82-b8c8-4ca5-b3f2-4826236a64f8,Mobile banking,4,viewed,2024-07-27
d4598f82-b8c8-4ca5-b3f2-4826236a64f8,Savings accounts,2,clicked,2024-11-15
d4598f82-b8c8-4ca5-b3f2-4826236a64f8,Savings accounts,2,viewed,2024-02-29
d4598f82-b8c8-4ca5-b3f2-4826236a64f8,Credit cards,6,clicked,2024-08-10
d4598f82-b8c8-4ca5-b3f2-4826236a64f8,Financial education,5,purchased,2024-12-05
d4598f82-b8c8-4ca5-b3f2-4826236a64f8,Debit cards,7,viewed,2024-04-13
d4598f82-b8c8-4ca5-b3f2-4826236a64f8,Mobile banking,4,viewed,2024-02-07
d4598f82-b8c8-4ca5-b3f2-4826236a64f8,Mobile banking,4,clicked,2024-05-02
d4598f82-b8c8-4ca5-b3f2-4826236a64f8,Savings accounts,2,clicked,2024-10-23
d4598f82-b8c8-4ca5-b3f2-4826236a64f8,Debit cards,7,clicked,2024-03-18
a1e949d8-98e4-4eed-b0fd-8d90a3723a49,Internet banking,3,purchased,2024-07-16
a1e949d8-98e4-4eed-b0fd-8d90a3723a49,Internet banking,3,purchased,2024-11-09
a1e949d8-98e4-4eed-b0fd-8d90a3723a49,Credit cards,6,clicked,2024-08-19
a1e949d8-98e4-4eed-b0fd-8d90a3723a49,Mobile banking,4,clicked,2024-05-14
a1e949d8-98e4-4eed-b0fd-8d90a3723a49,Loans,1,clicked,2024-07-02
a1e949d8-98e4-4eed-b0fd-8d90a3723a49,Debit cards,7,purchased,2024-07-08
a1e949d8-98e4-4eed-b0fd-8d90a3723a49,Internet banking,3,clicked,2024-08-15
a1e949d8-98e4-4eed-b0fd-8d90a3723a49,Debit cards,7,clicked,2024-02-24
a1e949d8-98e4-4eed-b0fd-8d90a3723a49,Internet banking,3,purchased,2024-05-19
a1e949d8-98e4-4eed-b0fd-8d90a3723a49,Savings accounts,2,viewed,2024-10-05
a1e949d8-98e4-4eed-b0fd-8d90a3723a49,Financial education,5,purchased,2024-02-28
a1e949d8-98e4-4eed-b0fd-8d90a3723a49,Loans,1,clicked,2024-05-28
a1e949d8-98e4-4eed-b0fd-8d90a3723a49,Mobile banking,4,clicked,2024-09-03
a1e949d8-98e4-4eed-b0fd-8d90a3723a49,Debit cards,7,clicked,2024-04-19
a1e949d8-98e4-4eed-b0fd-8d90a3723a49,Debit cards,7,purchased,2024-11-04
f00575e9-cd8a-4041-9dd7-83b421d9be88,Credit cards,6,purchased,2024-09-11
f00575e9-cd8a-4041-9dd7-83b421d9be88,Internet banking,3,purchased,2024-10-24
f00575e9-cd8a-4041-9dd7-83b421d9be88,Insurance,8,viewed,2024-04-01
f00575e9-cd8a-4041-9dd7-83b421d9be88,Internet banking,3,viewed,2024-07-03
f00575e9-cd8a-4041-9dd7-83b421d9be88,Insurance,8,purchased,2024-05-03
f00575e9-cd8a-4041-9dd7-83b421d9be88,Insurance,8,clicked,2024-04-10
f00575e9-cd8a-4041-9dd7-83b421d9be88,Insurance,8,purchased,2024-02-29
f00575e9-cd8a-4041-9dd7-83b421d9be88,Internet banking,3,viewed,2024-06-13
f00575e9-cd8a-4041-9dd7-83b421d9be88,Insurance,8,clicked,2024-10-28
f00575e9-cd8a-4041-9dd7-83b421d9be88,Financial education,5,viewed,2024-03-27
f00575e9-cd8a-4041-9dd7-83b421d9be88,Credit cards,6,viewed,2024-05-12
f00575e9-cd8a-4041-9dd7-83b421d9be88,Savings accounts,2,viewed,2024-03-20
f00575e9-cd8a-4041-9dd7-83b421d9be88,Mobile banking,4,viewed,2024-07-20
f00575e9-cd8a-4041-9dd7-83b421d9be88,Credit cards,6,purchased,2024-03-24
f00575e9-cd8a-4041-9dd7-83b421d9be88,Savings accounts,2,clicked,2024-02-15
ae9cc82c-1070-40ad-8213-e5266e779c08,Savings accounts,2,purchased,2024-09-12
ae9cc82c-1070-40ad-8213-e5266e779c08,Insurance,8,viewed,2024-02-15
ae9cc82c-1070-40ad-8213-e5266e779c08,Credit cards,6,purchased,2024-09-04
ae9cc82c-1070-40ad-8213-e5266e779c08,Credit cards,6,viewed,2024-04-08
ae9cc82c-1070-40ad-8213-e5266e779c08,Financial education,5,viewed,2024-11-30
ae9cc82c-1070-40ad-8213-e5266e779c08,Debit cards,7,viewed,2024-06-22
ae9cc82c-1070-40ad-8213-e5266e779c08,Savings accounts,2,clicked,2024-10-20
ae9cc82c-1070-40ad-8213-e5266e779c08,Insurance,8,viewed,2024-09-22
ae9cc82c-1070-40ad-8213-e5266e779c08,Internet banking,3,viewed,2024-05-17
ae9cc82c-1070-40ad-8213-e5266e779c08,Savings accounts,2,clicked,2024-02-24
ae9cc82c-1070-40ad-8213-e5266e779c08,Mobile banking,4,clicked,2024-03-16
ae9cc82c-1070-40ad-8213-e5266e779c08,Debit cards,7,viewed,2024-07-27
ae9cc82c-1070-40ad-8213-e5266e779c08,Credit cards,6,viewed,2024-04-10
ae9cc82c-1070-40ad-8213-e5266e779c08,Loans,1,purchased,2024-04-01
ae9cc82c-1070-40ad-8213-e5266e779c08,Loans,1,clicked,2024-10-19
9a07b829-2806-41fa-a944-0a3bdf0e8037,Debit cards,7,purchased,2024-03-09
9a07b829-2806-41fa-a944-0a3bdf0e8037,Mobile banking,4,purchased,2024-01-24
9a07b829-2806-41fa-a944-0a3bdf0e8037,Financial education,5,purchased,2024-09-28
9a07b829-2806-41fa-a944-0a3bdf0e8037,Mobile banking,4,viewed,2024-08-22
9a07b829-2806-41fa-a944-0a3bdf0e8037,Loans,1,viewed,2024-11-27
9a07b829-2806-41fa-a944-0a3bdf0e8037,Internet banking,3,purchased,2024-01-25
9a07b829-2806-41fa-a944-0a3bdf0e8037,Mobile banking,4,purchased,2024-03-24
9a07b829-2806-41fa-a944-0a3bdf0e8037,Insurance,8,viewed,2024-11-07
9a07b829-2806-41fa-a944-0a3bdf0e8037,Mobile banking,4,purchased,2024-10-06
9a07b829-2806-41fa-a944-0a3bdf0e8037,Debit cards,7,clicked,2024-05-26
9a07b829-2806-41fa-a944-0a3bdf0e8037,Credit cards,6,purchased,2024-04-11
9a07b829-2806-41fa-a944-0a3bdf0e8037,Credit cards,6,purchased,2024-06-07
9a07b829-2806-41fa-a944-0a3bdf0e8037,Debit cards,7,clicked,2024-03-22
9a07b829-2806-41fa-a944-0a3bdf0e8037,Mobile banking,4,viewed,2024-07-01
9a07b829-2806-41fa-a944-0a3bdf0e8037,Insurance,8,purchased,2024-09-21
135b85b0-5f38-447f-a0f1-e97f72a69480,Internet banking,3,viewed,2024-11-16
135b85b0-5f38-447f-a0f1-e97f72a69480,Savings accounts,2,purchased,2024-05-21
135b85b0-5f38-447f-a0f1-e97f72a69480,Loans,1,purchased,2024-09-25
135b85b0-5f38-447f-a0f1-e97f72a69480,Financial education,5,purchased,2024-09-19
135b85b0-5f38-447f-a0f1-e97f72a69480,Mobile banking,4,clicked,2024-10-11
135b85b0-5f38-447f-a0f1-e97f72a69480,Credit cards,6,viewed,2024-10-27
135b85b0-5f38-447f-a0f1-e97f72a69480,Internet banking,3,clicked,2024-09-05
135b85b0-5f38-447f-a0f1-e97f72a69480,Savings accounts,2,viewed,2024-03-06
135b85b0-5f38-447f-a0f1-e97f72a69480,Internet banking,3,clicked,2024-05-24
135b85b0-5f38-447f-a0f1-e97f72a69480,Mobile banking,4,clicked,2024-06-01
135b85b0-5f38-447f-a0f1-e97f72a69480,Insurance,8,clicked,2024-07-28
135b85b0-5f38-447f-a0f1-e97f72a69480,Debit cards,7,purchased,2024-07-11
135b85b0-5f38-447f-a0f1-e97f72a69480,Mobile banking,4,clicked,2024-11-05
135b85b0-5f38-447f-a0f1-e97f72a69480,Insurance,8,clicked,2024-05-16
135b85b0-5f38-447f-a0f1-e97f72a69480,Savings accounts,2,purchased,2024-11-13
8a6faf85-110e-4c01-87ae-89090fdf2b32,Savings accounts,2,clicked,2024-05-16
8a6faf85-110e-4c01-87ae-89090fdf2b32,Financial education,5,clicked,2024-02-12
8a6faf85-110e-4c01-87ae-89090fdf2b32,Financial education,5,clicked,2024-04-19
8a6faf85-110e-4c01-87ae-89090fdf2b32,Debit cards,7,clicked,2024-04-20
8a6faf85-110e-4c01-87ae-89090fdf2b32,Credit cards,6,viewed,2024-03-30
8a6faf85-110e-4c01-87ae-89090fdf2b32,Credit cards,6,clicked,2024-10-12
8a6faf85-110e-4c01-87ae-89090fdf2b32,Internet banking,3,viewed,2024-05-12
8a6faf85-110e-4c01-87ae-89090fdf2b32,Savings accounts,2,clicked,2024-09-01
8a6faf85-110e-4c01-87ae-89090fdf2b32,Internet banking,3,viewed,2024-10-02
8a6faf85-110e-4c01-87ae-89090fdf2b32,Credit cards,6,clicked,2024-01-20
8a6faf85-110e-4c01-87ae-89090fdf2b32,Internet banking,3,clicked,2024-06-01
8a6faf85-110e-4c01-87ae-89090fdf2b32,Credit cards,6,clicked,2024-02-23
8a6faf85-110e-4c01-87ae-89090fdf2b32,Financial education,5,viewed,2024-05-04
8a6faf85-110e-4c01-87ae-89090fdf2b32,Financial education,5,clicked,2024-11-23
8a6faf85-110e-4c01-87ae-89090fdf2b32,Internet banking,3,viewed,2024-07-14
dcb64662-2de1-4893-bf89-47b7d77a016e,Loans,1,clicked,2024-05-06
dcb64662-2de1-4893-bf89-47b7d77a016e,Insurance,8,purchased,2024-04-23
dcb64662-2de1-4893-bf89-47b7d77a016e,Internet banking,3,viewed,2024-01-19
dcb64662-2de1-4893-bf89-47b7d77a016e,Mobile banking,4,viewed,2024-11-17
dcb64662-2de1-4893-bf89-47b7d77a016e,Mobile banking,4,clicked,2024-06-20
dcb64662-2de1-4893-bf89-47b7d77a016e,Insurance,8,purchased,2024-06-25
dcb64662-2de1-4893-bf89-47b7d77a016e,Mobile banking,4,purchased,2024-07-25
dcb64662-2de1-4893-bf89-47b7d77a016e,Mobile banking,4,purchased,2024-05-30
dcb64662-2de1-4893-bf89-47b7d77a016e,Savings accounts,2,viewed,2024-07-09
dcb64662-2de1-4893-bf89-47b7d77a016e,Credit cards,6,viewed,2024-10-11
dcb64662-2de1-4893-bf89-47b7d77a016e,Internet banking,3,purchased,2024-07-15
dcb64662-2de1-4893-bf89-47b7d77a016e,Loans,1,clicked,2024-09-26
dcb64662-2de1-4893-bf89-47b7d77a016e,Loans,1,viewed,2024-08-01
dcb64662-2de1-4893-bf89-47b7d77a016e,Internet banking,3,purchased,2024-11-26
dcb64662-2de1-4893-bf89-47b7d77a016e,Internet banking,3,purchased,2024-04-17
43deda03-d8ae-48b0-a811-0e4767139f91,Financial education,5,viewed,2024-09-29
43deda03-d8ae-48b0-a811-0e4767139f91,Financial education,5,viewed,2024-02-05
43deda03-d8ae-48b0-a811-0e4767139f91,Loans,1,viewed,2024-09-15
43deda03-d8ae-48b0-a811-0e4767139f91,Internet banking,3,purchased,2024-11-15
43deda03-d8ae-48b0-a811-0e4767139f91,Insurance,8,clicked,2024-10-13
43deda03-d8ae-48b0-a811-0e4767139f91,Financial education,5,purchased,2024-04-12
43deda03-d8ae-48b0-a811-0e4767139f91,Debit cards,7,clicked,2024-08-19
43deda03-d8ae-48b0-a811-0e4767139f91,Mobile banking,4,clicked,2024-05-08
43deda03-d8ae-48b0-a811-0e4767139f91,Credit cards,6,viewed,2024-08-08
43deda03-d8ae-48b0-a811-0e4767139f91,Financial education,5,purchased,2024-06-29
43deda03-d8ae-48b0-a811-0e4767139f91,Insurance,8,clicked,2024-02-15
43deda03-d8ae-48b0-a811-0e4767139f91,Insurance,8,clicked,2024-10-03
43deda03-d8ae-48b0-a811-0e4767139f91,Debit cards,7,purchased,2024-06-14
43deda03-d8ae-48b0-a811-0e4767139f91,Credit cards,6,viewed,2024-05-19
43deda03-d8ae-48b0-a811-0e4767139f91,Internet banking,3,purchased,2024-05-22
bec3b14e-d8fd-4248-9485-da6654fe484e,Savings accounts,2,clicked,2024-01-17
bec3b14e-d8fd-4248-9485-da6654fe484e,Insurance,8,clicked,2024-08-31
bec3b14e-d8fd-4248-9485-da6654fe484e,Insurance,8,purchased,2024-02-08
bec3b14e-d8fd-4248-9485-da6654fe484e,Financial education,5,purchased,2024-02-02
bec3b14e-d8fd-4248-9485-da6654fe484e,Mobile banking,4,clicked,2024-11-10
bec3b14e-d8fd-4248-9485-da6654fe484e,Loans,1,viewed,2024-03-08
bec3b14e-d8fd-4248-9485-da6654fe484e,Internet banking,3,clicked,2024-02-04
bec3b14e-d8fd-4248-9485-da6654fe484e,Loans,1,purchased,2024-07-23
bec3b14e-d8fd-4248-9485-da6654fe484e,Loans,1,viewed,2024-05-23
bec3b14e-d8fd-4248-9485-da6654fe484e,Insurance,8,viewed,2024-05-29
bec3b14e-d8fd-4248-9485-da6654fe484e,Insurance,8,clicked,2024-09-01
bec3b14e-d8fd-4248-9485-da6654fe484e,Loans,1,clicked,2024-06-30
bec3b14e-d8fd-4248-9485-da6654fe484e,Debit cards,7,viewed,2024-04-14
bec3b14e-d8fd-4248-9485-da6654fe484e,Mobile banking,4,viewed,2024-10-30
bec3b14e-d8fd-4248-9485-da6654fe484e,Internet banking,3,purchased,2024-09-19
9895ecd2-2a20-48fe-9eb1-cc810fc6c505,Internet banking,3,purchased,2024-12-03
9895ecd2-2a20-48fe-9eb1-cc810fc6c505,Debit cards,7,clicked,2024-08-17
9895ecd2-2a20-48fe-9eb1-cc810fc6c505,Internet banking,3,viewed,2024-11-11
9895ecd2-2a20-48fe-9eb1-cc810fc6c505,Internet banking,3,purchased,2024-06-10
9895ecd2-2a20-48fe-9eb1-cc810fc6c505,Loans,1,viewed,2024-05-23
9895ecd2-2a20-48fe-9eb1-cc810fc6c505,Savings accounts,2,clicked,2024-05-10
9895ecd2-2a20-48fe-9eb1-cc810fc6c505,Insurance,8,clicked,2024-01-08
9895ecd2-2a20-48fe-9eb1-cc810fc6c505,Insurance,8,purchased,2024-10-09
9895ecd2-2a20-48fe-9eb1-cc810fc6c505,Debit cards,7,purchased,2024-03-10
9895ecd2-2a20-48fe-9eb1-cc810fc6c505,Loans,1,purchased,2024-11-13
9895ecd2-2a20-48fe-9eb1-cc810fc6c505,Debit cards,7,clicked,2024-08-20
9895ecd2-2a20-48fe-9eb1-cc810fc6c505,Insurance,8,viewed,2024-10-20
9895ecd2-2a20-48fe-9eb1-cc810fc6c505,Savings accounts,2,purchased,2024-04-25
9895ecd2-2a20-48fe-9eb1-cc810fc6c505,Mobile banking,4,purchased,2024-03-26
9895ecd2-2a20-48fe-9eb1-cc810fc6c505,Insurance,8,purchased,2024-05-13
26fb6833-1552-48ce-9018-84d5bb1d1c4a,Mobile banking,4,purchased,2024-04-28
26fb6833-1552-48ce-9018-84d5bb1d1c4a,Insurance,8,viewed,2024-09-24
26fb6833-1552-48ce-9018-84d5bb1d1c4a,Internet banking,3,purchased,2024-04-05
26fb6833-1552-48ce-9018-84d5bb1d1c4a,Savings accounts,2,viewed,2024-09-10
26fb6833-1552-48ce-9018-84d5bb1d1c4a,Financial education,5,purchased,2024-10-02
26fb6833-1552-48ce-9018-84d5bb1d1c4a,Debit cards,7,purchased,2024-05-26
26fb6833-1552-48ce-9018-84d5bb1d1c4a,Insurance,8,clicked,2024-06-19
